Date,PMI,GS10,M2SL,UNRATE,CPIAUCSL,INDPRO
1971-05-01,54.5,6.39,666.7,5.9,40.3,37.8646
1971-06-01,54.2,6.52,673,5.9,40.5,38.0234
1971-07-01,53.8,6.73,679.6,6,40.6,37.9131
1971-08-01,54.4,6.58,685.5,6.1,40.7,37.693
1971-09-01,53.6,6.14,692.5,6,40.8,38.3056
1971-10-01,55.1,5.93,698.4,5.8,40.9,38.5924
1971-11-01,55,5.81,704.6,6,41,38.7561
1971-12-01,52.3,5.93,710.3,6,41.1,39.2035
1972-01-01,57.6,5.95,717.7,5.8,41.2,40.1408
1972-02-01,59.6,6.08,725.7,5.7,41.4,40.5459
1972-03-01,60.6,6.07,733.5,5.8,41.4,40.8263
1972-04-01,59.8,6.19,738.4,5.7,41.5,41.2348
1972-05-01,59.3,6.13,743.3,5.7,41.6,41.2405
1972-06-01,61.4,6.11,749.7,5.7,41.7,41.3497
1972-07-01,58.6,6.11,759.5,5.6,41.8,41.3035
1972-08-01,60.1,6.21,768.7,5.6,41.9,41.879
1972-09-01,61.7,6.55,778.3,5.5,42.1,42.2132
1972-10-01,65.1,6.48,786.9,5.6,42.2,42.7494
1972-11-01,67,6.28,793.9,5.3,42.4,43.2548
1972-12-01,69.9,6.36,802.3,5.2,42.5,43.7367
1973-01-01,70.5,6.46,810.3,4.9,42.7,44.0529
1973-02-01,72.1,6.64,814.1,5,43,44.6827
1973-03-01,69.6,6.71,815.3,4.9,43.4,44.7045
1973-04-01,69.6,6.67,819.7,5,43.7,44.6387
1973-05-01,67.7,6.85,826.8,4.9,43.9,44.9429
1973-06-01,64.8,6.9,833.3,4.9,44.2,45.0035
1973-07-01,65,7.13,836.5,4.8,44.2,45.1636
1973-08-01,57.8,7.4,838.8,4.8,45,45.1019
1973-09-01,62.7,7.09,839.3,4.8,45.2,45.4624
1973-10-01,63.5,6.79,842.6,4.6,45.6,45.847
1973-11-01,66.2,6.73,848.9,4.8,45.9,46.0553
1973-12-01,68.1,6.74,855.5,4.9,46.3,45.923
1974-01-01,63.6,6.99,859.7,5.1,46.8,45.6204
1974-02-01,62.1,6.96,864.2,5.2,47.3,45.4759
1974-03-01,58.6,7.21,870.1,5.1,47.8,45.4777
1974-04-01,61.8,7.51,872.9,5.1,48.1,45.3451
1974-05-01,59.9,7.58,874.6,5.1,48.6,45.7044
1974-06-01,55.7,7.54,877.8,5.4,49,45.6238
1974-07-01,54.7,7.81,881.4,5.5,49.3,45.7221
1974-08-01,54.8,8.04,884.1,5.5,49.9,45.2366
1974-09-01,52.9,8.04,887.9,5.9,50.6,45.2365
1974-10-01,46.2,7.9,893.3,6,51,45.1133
1974-11-01,42.7,7.68,898.6,6.6,51.5,43.6278
1974-12-01,37.9,7.43,902.1,7.2,51.9,42.0533
1975-01-01,30.9,7.5,906.3,8.1,52.3,41.4676
1975-02-01,30.7,7.39,914.1,8.1,52.6,40.5165
1975-03-01,34.4,7.73,925,8.6,52.8,40.0638
1975-04-01,31.6,8.23,935.1,8.8,53,40.1573
1975-05-01,37.5,8.06,947.9,9,53.1,40.0253
1975-06-01,41.2,7.86,963,8.8,53.5,40.2772
1975-07-01,45.1,8.06,975.1,8.6,54,40.6994
1975-08-01,47.2,8.4,983.1,8.4,54.2,41.0998
1975-09-01,51.4,8.43,991.5,8.4,54.6,41.6304
1975-10-01,54.4,8.14,997.8,8.4,54.9,41.8135
1975-11-01,55.5,8.05,1006.9,8.3,55.3,41.8697
1975-12-01,54.5,8,1016.2,8.2,55.6,42.4414
1976-01-01,54.9,7.74,1026.6,7.9,55.8,43.0012
1976-02-01,58.8,7.79,1040.3,7.7,55.9,43.4229
1976-03-01,61.5,7.73,1050,7.6,56,43.5168
1976-04-01,58.4,7.56,1060.8,7.7,56.1,43.7327
1976-05-01,60.6,7.9,1072.1,7.4,56.4,43.9186
1976-06-01,58.8,7.86,1077.6,7.6,56.7,43.9637
1976-07-01,58.2,7.83,1086.3,7.8,57,44.2141
1976-08-01,55.9,7.77,1098.7,7.8,57.3,44.5182
1976-09-01,54.5,7.59,1110.8,7.6,57.6,44.6721
1976-10-01,53.6,7.41,1125,7.7,57.9,44.6585
1976-11-01,53.5,7.29,1138.2,7.8,58.1,45.3392
1976-12-01,51.7,6.87,1152,7.8,58.4,45.8294
1977-01-01,56.6,7.21,1165.2,7.5,58.7,45.5087
1977-02-01,54.8,7.39,1177.6,7.6,59.3,46.2277
1977-03-01,55,7.46,1188.5,7.4,59.6,46.8185
1977-04-01,58.4,7.37,1199.6,7.2,60,47.2684
1977-05-01,56.9,7.46,1209,7,60.2,47.6411
1977-06-01,59.7,7.28,1217.8,7.2,60.5,48.0116
1977-07-01,56.8,7.33,1226.7,6.9,60.8,48.073
1977-08-01,57.7,7.4,1237,7,61.1,48.1205
1977-09-01,54.9,7.34,1246.2,6.8,61.3,48.3189
1977-10-01,53.9,7.52,1254,6.8,61.6,48.3871
1977-11-01,55.4,7.58,1262.4,6.8,62,48.4761
1977-12-01,56.1,7.69,1270.3,6.4,62.3,48.5629
1978-01-01,59.8,7.96,1279.7,6.4,62.7,47.8481
1978-02-01,57.4,8.03,1285.5,6.3,63,48.1044
1978-03-01,55.9,8.04,1292.2,6.3,63.4,49.0265
1978-04-01,55,8.15,1300.4,6.1,63.9,50.0206
1978-05-01,57.7,8.35,1310.5,6,64.5,50.254
1978-06-01,60.2,8.46,1318.5,5.9,65,50.5801
1978-07-01,60.5,8.64,1324.1,6.2,65.5,50.5384
1978-08-01,62.2,8.41,1333.5,5.9,65.9,50.7458
1978-09-01,60.3,8.42,1345,6,66.5,50.8744
1978-10-01,60.5,8.64,1352.3,5.8,67.1,51.2559
1978-11-01,60.1,8.81,1359.1,5.9,67.5,51.6514
1978-12-01,61.3,9.01,1366,6,67.9,51.909
1979-01-01,59.4,9.1,1371.6,5.9,68.5,51.6278
1979-02-01,58.5,9.1,1377.8,5.9,69.2,51.8752
1979-03-01,58.2,9.12,1387.8,5.8,69.9,52.0446
1979-04-01,57.7,9.18,1402.1,5.8,70.6,51.4193
1979-05-01,56.2,9.25,1410.2,5.6,71.4,51.8856
1979-06-01,54.4,8.91,1423,5.7,72.2,51.8965
1979-07-01,52.7,8.95,1434.8,5.7,73,51.8097
1979-08-01,51.3,9.03,1446.6,6,73.7,51.4684
1979-09-01,49.5,9.33,1454.1,5.9,74.4,51.4597
1979-10-01,49.6,10.3,1460.4,6,75.2,51.8334
1979-11-01,49,10.65,1465.9,5.9,76,51.7531
1979-12-01,48,10.39,1473.7,6,76.9,51.7878
1980-01-01,44.8,10.8,1482.7,6.3,78,52.0679
1980-02-01,46.2,12.41,1494.6,6.3,79,52.082
1980-03-01,50.2,12.75,1499.8,6.3,80.1,51.87
1980-04-01,43.6,11.47,1502.2,6.9,80.9,50.8397
1980-05-01,37.4,10.18,1512.3,7.5,81.7,49.589
1980-06-01,29.4,9.78,1529.2,7.6,82.5,48.9482
1980-07-01,30.3,10.25,1545.5,7.8,82.6,48.6039
1980-08-01,35,11.1,1561.5,7.7,83.2,48.7563
1980-09-01,45.5,11.51,1574,7.5,83.9,49.5608
1980-10-01,50.1,11.75,1584.8,7.5,84.7,50.1908
1980-11-01,55.5,12.68,1595.8,7.5,85.6,51.0311
1980-12-01,58.2,12.84,1599.8,7.2,86.4,51.3708
1981-01-01,53,12.57,1606.9,7.5,87.2,51.0415
1981-02-01,49.2,13.19,1618.7,7.4,88,50.824
1981-03-01,48.8,13.12,1636.6,7.4,88.6,51.0826
1981-04-01,49.6,13.68,1659.2,7.2,89.1,50.858
1981-05-01,51.6,14.1,1664.2,7.5,89.7,51.1495
1981-06-01,53.5,13.47,1670.3,7.5,90.5,51.4101
1981-07-01,50.7,14.28,1681.9,7.2,91.5,51.7471
1981-08-01,46.7,14.94,1694.3,7.4,92.2,51.6826
1981-09-01,48.3,15.32,1706,7.6,93.1,51.4337
1981-10-01,42.5,15.15,1721.8,7.9,93.4,51.0281
1981-11-01,40,13.39,1736.1,8.3,93.8,50.435
1981-12-01,36.1,13.72,1755.5,8.5,94.1,49.8987
1982-01-01,37.8,14.59,1770.4,8.6,94.4,48.8685
1982-02-01,38.2,14.43,1774.5,8.9,94.7,49.8636
1982-03-01,38.3,13.86,1786.5,9,94.7,49.5323
1982-04-01,36.8,13.87,1803.9,9.3,95,49.075
1982-05-01,37.8,13.62,1815.4,9.4,95.9,48.7483
1982-06-01,35.5,14.3,1826,9.6,97,48.6214
1982-07-01,38.3,13.95,1831.5,9.8,97.5,48.4616
1982-08-01,38.4,13.06,1845.2,9.8,97.7,48.0192
1982-09-01,38.3,12.34,1858.4,10.1,97.7,47.9008
1982-10-01,38.8,10.91,1869.7,10.4,98.1,47.4371
1982-11-01,39.4,10.55,1883.7,10.8,98,47.283
1982-12-01,39.2,10.54,1905.9,10.8,97.7,46.9485
1983-01-01,42.8,10.46,1959.4,10.4,97.9,47.8234
1983-02-01,46,10.72,1996.8,10.4,98,47.5233
1983-03-01,54.4,10.51,2015.2,10.3,98.1,47.9244
1983-04-01,53.9,10.4,2028.6,10.2,98.8,48.5311
1983-05-01,54.2,10.38,2043.1,10.1,99.2,48.8239
1983-06-01,56.1,10.85,2053.5,10.1,99.4,49.123
1983-07-01,57.5,11.38,2064.8,9.4,99.8,49.8546
1983-08-01,63.6,11.85,2074,9.5,100.1,50.4443
1983-09-01,63.1,11.65,2083.2,9.2,100.4,51.178
1983-10-01,62.5,11.54,2099.2,8.8,100.8,51.5693
1983-11-01,64.4,11.69,2112.3,8.5,101.1,51.7993
1983-12-01,66,11.83,2123.5,8.3,101.4,52.0594
1984-01-01,69.9,11.67,2138.2,8,102.1,53.0985
1984-02-01,60.5,11.84,2158.2,7.8,102.6,53.3318
1984-03-01,61.3,12.32,2175.2,7.8,102.9,53.5929
1984-04-01,58.9,12.63,2191.7,7.7,103.3,53.91
1984-05-01,61,13.41,2204.1,7.4,103.5,54.2026
1984-06-01,58.6,13.56,2215.1,7.2,103.7,54.4014
1984-07-01,58.1,13.36,2223.5,7.5,104.1,54.5521
1984-08-01,56.1,12.72,2230.4,7.5,104.4,54.6083
1984-09-01,53,12.52,2244.4,7.3,104.7,54.4466
1984-10-01,50,12.16,2258.9,7.4,105.1,54.4406
1984-11-01,50.8,11.57,2281.4,7.2,105.3,54.624
1984-12-01,50.3,11.5,2306.4,7.3,105.5,54.6416
1985-01-01,50.6,11.38,2332.4,7.3,105.7,54.6322
1985-02-01,50.3,11.51,2354.1,7.2,106.3,54.7825
1985-03-01,49.9,11.86,2366.2,7.2,106.8,54.8653
1985-04-01,47.8,11.43,2375.4,7.3,107,54.7459
1985-05-01,48.2,10.85,2389.5,7.2,107.2,54.8255
1985-06-01,47.1,10.16,2412.6,7.4,107.5,54.7989
1985-07-01,47.8,10.31,2429.5,7.4,107.7,54.5396
1985-08-01,47.9,10.33,2444,7.1,107.9,54.7055
1985-09-01,47.7,10.37,2456.4,7.1,108.1,54.8906
1985-10-01,49.9,10.24,2468,7.1,108.5,54.7199
1985-11-01,50.9,9.78,2477.8,7,109,54.9124
1985-12-01,52,9.26,2492.1,7,109.5,55.4412
1986-01-01,50.7,9.19,2502.1,6.7,109.9,55.7481
1986-02-01,51.2,8.7,2512.9,7.2,109.7,55.3568
1986-03-01,51,7.78,2533.1,7.2,109.1,54.9625
1986-04-01,51,7.3,2557.8,7.1,108.7,55.0413
1986-05-01,49.7,7.71,2584.8,7.2,109,55.1226
1986-06-01,53.4,7.8,2605,7.2,109.4,54.9005
1986-07-01,50.5,7.3,2626.6,7,109.5,55.2592
1986-08-01,48,7.17,2646.5,6.9,109.6,55.1567
1986-09-01,52.6,7.45,2667.8,7,110,55.2975
1986-10-01,52.4,7.43,2687.4,7,110.2,55.5332
1986-11-01,51.2,7.25,2701.3,6.9,110.4,55.7557
1986-12-01,51.2,7.11,2728,6.6,110.8,56.2845
1987-01-01,50.5,7.08,2743.9,6.6,111.4,56.0882
1987-02-01,54.9,7.25,2747.5,6.6,111.8,56.8275
1987-03-01,52.6,7.25,2753.7,6.6,112.2,56.9098
1987-04-01,55,8.02,2767.7,6.3,112.7,57.2701
1987-05-01,55.5,8.61,2772.9,6.3,113,57.6322
1987-06-01,57.2,8.4,2774.6,6.2,113.5,57.9307
1987-07-01,57.4,8.45,2779,6.1,113.8,58.3258
1987-08-01,57.5,8.76,2788.2,6,114.3,58.7636
1987-09-01,59.3,9.42,2799.5,5.9,114.7,58.9951
1987-10-01,60,9.52,2814.8,6,115,59.781
1987-11-01,60.7,8.86,2818.9,5.8,115.4,60.0726
1987-12-01,58.8,8.99,2826.4,5.7,115.6,60.4095
1988-01-01,61,8.67,2847.4,5.7,116,60.3976
1988-02-01,57.5,8.21,2870.4,5.7,116.2,60.7003
1988-03-01,56.2,8.37,2890.7,5.7,116.5,60.8501
1988-04-01,54.6,8.72,2910.7,5.4,117.2,61.2031
1988-05-01,55.8,9.09,2926,5.6,117.5,61.0797
1988-06-01,55.5,8.92,2938.4,5.4,118,61.2569
1988-07-01,59.3,9.06,2947.2,5.4,118.5,61.2659
1988-08-01,58.2,9.26,2952,5.6,119,61.5731
1988-09-01,56,8.98,2956.9,5.4,119.5,61.3807
1988-10-01,54.5,8.8,2965.3,5.4,119.9,61.6453
1988-11-01,55.4,8.96,2980.2,5.3,120.3,61.7944
1988-12-01,55.6,9.11,2988.2,5.3,120.7,62.0743
1989-01-01,56,9.09,2991.7,5.4,121.2,62.2574
1989-02-01,54.7,9.17,2992.2,5.2,121.6,61.9819
1989-03-01,54.1,9.36,2999.7,5,122.2,62.1369
1989-04-01,51.5,9.18,3006,5.2,123.1,62.1276
1989-05-01,52.2,8.86,3011.6,5.2,123.7,61.7744
1989-06-01,49.3,8.28,3027.9,5.3,124.1,61.7697
1989-07-01,47.3,8.02,3052.4,5.2,124.5,61.1738
1989-08-01,45.9,8.11,3074.4,5.2,124.5,61.7732
1989-09-01,45.1,8.19,3092.5,5.3,124.8,61.5796
1989-10-01,46,8.01,3114.1,5.3,125.4,61.4966
1989-11-01,46.8,7.87,3133.3,5.4,125.9,61.7044
1989-12-01,46.8,7.84,3152.5,5.4,126.3,62.0428
1990-01-01,47.4,8.21,3166.8,5.4,127.5,61.729
1990-02-01,47.2,8.47,3179.2,5.3,128,62.2896
1990-03-01,49.1,8.59,3190.1,5.2,128.6,62.5999
1990-04-01,49.9,8.79,3201.6,5.4,128.9,62.4359
1990-05-01,50,8.76,3200.6,5.4,129.1,62.6258
1990-06-01,49.5,8.48,3213.7,5.2,129.9,62.8382
1990-07-01,49.2,8.47,3224.5,5.5,130.5,62.7284
1990-08-01,46.6,8.75,3242,5.7,131.6,62.9475
1990-09-01,46.1,8.89,3254.6,5.9,132.5,62.9523
1990-10-01,44.5,8.72,3259.3,5.9,133.4,62.5845
1990-11-01,43.2,8.39,3262.6,6.2,133.7,61.7887
1990-12-01,41.3,8.08,3271.8,6.3,134.2,61.3352
1991-01-01,40.8,8.09,3287.7,6.4,134.7,61.1355
